Mod:Item:MetaData, Localized Name
mujmajnkraftsbettersurvival:itemdragonbonedagger, Dragon Bone Dagger
mujmajnkraftsbettersurvival:itemjunglechitindagger, Jungle Myrmex Chitin Dagger
mujmajnkraftsbettersurvival:itemdesertchitindagger, Desert Myrmex Chitin Dagger
mujmajnkraftsbettersurvival:itemwoodnunchaku, Wooden Nunchaku
mujmajnkraftsbettersurvival:itemstonenunchaku, Stone Nunchaku
mujmajnkraftsbettersurvival:itemironnunchaku, Iron Nunchaku
mujmajnkraftsbettersurvival:itemdiamondnunchaku, Diamond Nunchaku
mujmajnkraftsbettersurvival:itemgoldnunchaku, Golden Nunchaku
mujmajnkraftsbettersurvival:itemcoppernunchaku, Copper Nunchaku
mujmajnkraftsbettersurvival:itembronzenunchaku, Bronze Nunchaku
mujmajnkraftsbettersurvival:iteminvarnunchaku, Invar Nunchaku
mujmajnkraftsbettersurvival:itemsilvernunchaku, Silver Nunchaku
mujmajnkraftsbettersurvival:itemelectrumnunchaku, Electrum Nunchaku
mujmajnkraftsbettersurvival:itemaluminiumnunchaku, Aluminium Nunchaku
mujmajnkraftsbettersurvival:itemsteelnunchaku, Steel Nunchaku
mujmajnkraftsbettersurvival:itemsignalumnunchaku, Signalum Nunchaku
mujmajnkraftsbettersurvival:itemlumiumnunchaku, Lumium Nunchaku
mujmajnkraftsbettersurvival:itemenderiumnunchaku, Enderium Nunchaku
mujmajnkraftsbettersurvival:itemdragonbonenunchaku, Dragon Bone Nunchaku
mujmajnkraftsbettersurvival:itemjunglechitinnunchaku, Jungle Myrmex Chitin Nunchaku
mujmajnkraftsbettersurvival:itemdesertchitinnunchaku, Desert Myrmex Chitin Nunchaku
wearablebackpacks:backpack, Backpack
firstaid:bandage, Bandage
firstaid:plaster, Plaster
firstaid:morphine, Morphine
grapplemod:grapplinghook, Grappling Hook
grapplemod:launcheritem, Ender Staff
grapplemod:longfallboots, Long Fall Boots
grapplemod:repeller, Magnetic Forcefield
grapplemod:baseupgradeitem, Base Grappling Hook Upgrade
grapplemod:doubleupgradeitem, Double Grappling Hook Upgrade
grapplemod:forcefieldupgradeitem, Forcefield Grappling Hook Upgrade
grapplemod:magnetupgradeitem, Hook Magnet Grappling Hook Upgrade
grapplemod:motorupgradeitem, Motor Grappling Hook Upgrade
grapplemod:ropeupgradeitem, Rope Grappling Hook Upgrade
grapplemod:staffupgradeitem, Ender Staff Grappling Hook Upgrade
grapplemod:swingupgradeitem, Swing Grappling Hook Upgrade
grapplemod:throwupgradeitem, Hook Thrower Grappling Hook Upgrade
grapplemod:limitsupgradeitem, Limits Grappling Hook Upgrade
industrialforegoing:petrified_fuel_generator, Petrified Fuel Generator
industrialforegoing:enchantment_refiner, Enchantment Sorter
industrialforegoing:enchantment_extractor, Enchantment Extractor
industrialforegoing:enchantment_aplicator, Enchantment Applicator
industrialforegoing:mob_relocator, Mob Crusher
industrialforegoing:potion_enervator, Potion Brewer
industrialforegoing:animal_independence_selector, Animal Baby Separator
industrialforegoing:animal_stock_increaser, Animal Feeder
industrialforegoing:crop_sower, Plant Sower
industrialforegoing:crop_enrich_material_injector, Plant Fertilizer
industrialforegoing:crop_recolector, Plant Gatherer
industrialforegoing:black_hole_unit, Black Hole Unit
industrialforegoing:water_condensator, Water Condensator
industrialforegoing:water_resources_collector, Resources Fisher
industrialforegoing:animal_resource_harvester, Animal Rancher
industrialforegoing:mob_slaughter_factory, Mob Slaughter Factory
industrialforegoing:mob_duplicator, Mob Duplicator
industrialforegoing:block_destroyer, Block Breaker
industrialforegoing:block_placer, Block Placer
industrialforegoing:tree_fluid_extractor, Tree Fluid Extractor
industrialforegoing:latex_processing_unit, Latex Processing Unit
industrialforegoing:sewage_composter_solidifier, Sewage Composter
industrialforegoing:animal_byproduct_recolector, Animal Sewer
industrialforegoing:sludge_refiner, Sludge Refiner
industrialforegoing:mob_detector, Mob Detector
industrialforegoing:lava_fabricator, Lava Fabricator
industrialforegoing:bioreactor, Bioreactor
industrialforegoing:biofuel_generator, Biofuel Generator
industrialforegoing:laser_base, Laser Base
industrialforegoing:laser_drill, Laser Drill
industrialforegoing:ore_processor, Ore Processor
industrialforegoing:black_hole_controller, Black Hole Controller (DEPRECATED)
industrialforegoing:black_hole_controller_reworked, Black Hole Controller v2.0
industrialforegoing:dye_mixer, Dye Mixer
industrialforegoing:enchantment_invoker, Enchantment Factory
industrialforegoing:spores_recreator, Spores Recreator
industrialforegoing:animal_growth_increaser, Animal Grower
industrialforegoing:material_stonework_factory, Material StoneWork Factory
industrialforegoing:black_hole_tank, Black Hole Tank
industrialforegoing:resourceful_furnace, Resourceful Furnace
industrialforegoing:villager_trade_exchanger, Villager Trade Exchanger
industrialforegoing:energy_field_provider, Energy Field Provider
industrialforegoing:oredictionary_converter, Ore Dictionary Converter
industrialforegoing:protein_reactor, Protein Reactor
industrialforegoing:protein_generator, Protein Generator
industrialforegoing:hydrator, Hydrator
industrialforegoing:wither_builder, Wither Builder
industrialforegoing:fluid_pump, Fluid Pump
industrialforegoing:fluid_crafter, Fluid Crafter
industrialforegoing:plant_interactor, Plant Interactor
industrialforegoing:item_splitter, Item Splitter
industrialforegoing:fluiddictionary_converter, Fluid Dictionary Converter
industrialforegoing:froster, Froster
industrialforegoing:ore_washer, Washing Factory
industrialforegoing:ore_fermenter, Fermentation Station
industrialforegoing:ore_sieve, Fluid Sieving Machine
industrialforegoing:pitiful_fuel_generator, Pitiful Fuel Generator
industrialforegoing:tinydryrubber, Tiny Dry Rubber
industrialforegoing:dryrubber, Dry Rubber
industrialforegoing:plastic, Plastic
industrialforegoing:fertilizer, Fertilizer
industrialforegoing:meat_feeder, Meat Feeder
industrialforegoing:mob_imprisonment_tool, Mob Imprisonment Tool
industrialforegoing:laser_lens:0, White§r Laser Lens
industrialforegoing:laser_lens:1, Orange§r Laser Lens
industrialforegoing:laser_lens:2, Magenta§r Laser Lens
industrialforegoing:laser_lens:3, Light Blue§r Laser Lens
industrialforegoing:laser_lens:4, Yellow§r Laser Lens
industrialforegoing:laser_lens:5, Lime§r Laser Lens
industrialforegoing:laser_lens:6, Pink§r Laser Lens
industrialforegoing:laser_lens:7, Gray§r Laser Lens
industrialforegoing:laser_lens:8, Light Gray§r Laser Lens
industrialforegoing:laser_lens:9, Cyan§r Laser Lens
industrialforegoing:laser_lens:10, Purple§r Laser Lens
industrialforegoing:laser_lens:11, Blue§r Laser Lens
industrialforegoing:laser_lens:12, Brown§r Laser Lens
industrialforegoing:laser_lens:13, Green§r Laser Lens
industrialforegoing:laser_lens:14, Red§r Laser Lens
industrialforegoing:laser_lens:15, Black§r Laser Lens
industrialforegoing:laser_lens_inverted:0, White§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:1, Orange§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:2, Magenta§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:3, Light Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:4, Yellow§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:5, Lime§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:6, Pink§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:7, Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:8, Light Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:9, Cyan§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:10, Purple§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:11, Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:12, Brown§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:13, Green§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:14, Red§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:15, Black§r Laser Lens (Inverted)
industrialforegoing:straw, Straw
industrialforegoing:conveyor_upgrade:0, Extraction Conveyor Upgrade
industrialforegoing:conveyor_upgrade:1, Insertion Conveyor Upgrade
industrialforegoing:conveyor_upgrade:2, Detection Conveyor Upgrade
industrialforegoing:conveyor_upgrade:3, Bouncing Conveyor Upgrade
industrialforegoing:conveyor_upgrade:4, Dropping Conveyor Upgrade
industrialforegoing:conveyor_upgrade:5, Blinking Conveyor Upgrade
industrialforegoing:conveyor_upgrade:6, Splitting Conveyor Upgrade
industrialforegoing:pink_slime, Pink Slime
industrialforegoing:book_manual, Industrial Foregoing's Manual
industrialforegoing:pink_slime_ingot, Pink Slime Ingot
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:adult_filter, Adult Filter
industrialforegoing:range_addon:0, Range Addon
industrialforegoing:range_addon:1, Range Addon
industrialforegoing:range_addon:2, Range Addon
industrialforegoing:range_addon:3, Range Addon
industrialforegoing:range_addon:4, Range Addon
industrialforegoing:range_addon:5, Range Addon
industrialforegoing:range_addon:6, Range Addon
industrialforegoing:range_addon:7, Range Addon
industrialforegoing:range_addon:8, Range Addon
industrialforegoing:range_addon:9, Range Addon
industrialforegoing:range_addon:10, Range Addon
industrialforegoing:range_addon:11, Range Addon
industrialforegoing:energy_field_addon, Energy Field Addon
industrialforegoing:leaf_shearing, Leaf Shearing Addon
industrialforegoing:itemstack_transfer_addon_pull:0, Itemstack Transfer Addon (Pull/Down)
industrialforegoing:itemstack_transfer_addon_push:0, Itemstack Transfer Addon (Push/Down)
industrialforegoing:fluid_transfer_addon_pull:0, Fluid Transfer Addon (Pull/Down)
industrialforegoing:fluid_transfer_addon_push:0, Fluid Transfer Addon (Push/Down)
industrialforegoing:fortune_addon, Fortune Addon
industrialforegoing:artificial_dye:0, White§r Artificial Dye
industrialforegoing:artificial_dye:1, Orange§r Artificial Dye
industrialforegoing:artificial_dye:2, Magenta§r Artificial Dye
industrialforegoing:artificial_dye:3, Light Blue§r Artificial Dye
industrialforegoing:artificial_dye:4, Yellow§r Artificial Dye
industrialforegoing:artificial_dye:5, Lime§r Artificial Dye
industrialforegoing:artificial_dye:6, Pink§r Artificial Dye
industrialforegoing:artificial_dye:7, Gray§r Artificial Dye
industrialforegoing:artificial_dye:8, Light Gray§r Artificial Dye
industrialforegoing:artificial_dye:9, Cyan§r Artificial Dye
industrialforegoing:artificial_dye:10, Purple§r Artificial Dye
industrialforegoing:artificial_dye:11, Blue§r Artificial Dye
industrialforegoing:artificial_dye:12, Brown§r Artificial Dye
industrialforegoing:artificial_dye:13, Green§r Artificial Dye
industrialforegoing:artificial_dye:14, Red§r Artificial Dye
industrialforegoing:artificial_dye:15, Black§r Artificial Dye
industrialforegoing:conveyor:0, White§r Conveyor Belt
industrialforegoing:conveyor:1, Orange§r Conveyor Belt
industrialforegoing:conveyor:2, Magenta§r Conveyor Belt
industrialforegoing:conveyor:3, Light Blue§r Conveyor Belt
industrialforegoing:conveyor:4, Yellow§r Conveyor Belt
industrialforegoing:conveyor:5, Lime§r Conveyor Belt
industrialforegoing:conveyor:6, Pink§r Conveyor Belt
industrialforegoing:conveyor:7, Gray§r Conveyor Belt
industrialforegoing:conveyor:8, Light Gray§r Conveyor Belt
industrialforegoing:conveyor:9, Cyan§r Conveyor Belt
industrialforegoing:conveyor:10, Purple§r Conveyor Belt
industrialforegoing:conveyor:11, Blue§r Conveyor Belt
industrialforegoing:conveyor:12, Brown§r Conveyor Belt
industrialforegoing:conveyor:13, Green§r Conveyor Belt
industrialforegoing:conveyor:14, Red§r Conveyor Belt
industrialforegoing:conveyor:15, Black§r Conveyor Belt
industrialforegoing:black_hole_label, Black Hole Label
lycanitesmobs:shadowstonebrick_stairs, Shadowstone Brick Stairs
lycanitesmobs:demonstonebrick_stairs, Demonstone Brick Stairs
lycanitesmobs:sprigganheart, Spriggan Heart
lycanitesmobs:bansheeeye, Banshee Eye
lycanitesmobs:desertstone_stairs, Desertstone Stairs
lycanitesmobs:whirlwindcharge, Whirlwind Charge
lycanitesmobs:searing_taco, Searing Taco
lycanitesmobs:cooked_ika_meat, Cooked Ika Meat
lycanitesmobs:cooked_chupacabra_meat, Cooked Chupacabra Meat
lycanitesmobs:undeadspawn:0, Spawn Undead: Wendigo
lycanitesmobs:undeadspawn:0, Spawn Undead: Amalgalich
lycanitesmobs:undeadspawn:0, Spawn Undead: Geist
lycanitesmobs:undeadspawn:0, Spawn Undead: Ghoul
lycanitesmobs:undeadspawn:0, Spawn Undead: Cryptkeeper
lycanitesmobs:undeadspawn:0, Spawn Undead: Reaper
lycanitesmobs:tropical_curry, Tropical Curry
lycanitesmobs:shadowstonetile_stairs, Shadowstone Tile Stairs
lycanitesmobs:sylphwing, Sylph Wing
lycanitesmobs:battle_burrito, Battle Burrito
lycanitesmobs:shadowstonebrick_fence, Shadowstone Brick Fence
lycanitesmobs:blood_chili, Blood Chili
lycanitesmobs:aberrantstonebrick_wall, Aberrantstone Brick Wall
lycanitesmobs:soulstone_demon, Demon Soulstone
lycanitesmobs:grueclaw, Grue Claw
lycanitesmobs:immunizer, Immunizer
lycanitesmobs:geonachspear, Geonach Spear
lycanitesmobs:halloweentreat, Halloween Treat
lycanitesmobs:frostweb, Frostweb
lycanitesmobs:seashell_maki, Seashell Maki
lycanitesmobs:impspawn:0, Spawn Imp: Gnekk
lycanitesmobs:impspawn:0, Spawn Imp: Pixen
lycanitesmobs:impspawn:0, Spawn Imp: Clink
lycanitesmobs:impspawn:0, Spawn Imp: Arix
lycanitesmobs:impspawn:0, Spawn Imp: Afrit
lycanitesmobs:raw_yeti_meat, Raw Yeti Meat
lycanitesmobs:bloodsummoningstaff, Blood Summoning Staff
lycanitesmobs:demoncrystal, Demon Crystal
lycanitesmobs:moglava, Moglava
lycanitesmobs:beastspawn:0, Spawn Beast: Jabberwock
lycanitesmobs:beastspawn:0, Spawn Beast: Arisaur
lycanitesmobs:beastspawn:0, Spawn Beast: Wraamon
lycanitesmobs:beastspawn:0, Spawn Beast: Manticore
lycanitesmobs:beastspawn:0, Spawn Beast: Barghest
lycanitesmobs:beastspawn:0, Spawn Beast: Conba
lycanitesmobs:beastspawn:0, Spawn Beast: Warg
lycanitesmobs:beastspawn:0, Spawn Beast: Kobold
lycanitesmobs:beastspawn:0, Spawn Beast: Maka Alpha
lycanitesmobs:beastspawn:0, Spawn Beast: Salamander
lycanitesmobs:beastspawn:0, Spawn Beast: Chupacabra
lycanitesmobs:beastspawn:0, Spawn Beast: Geken
lycanitesmobs:beastspawn:0, Spawn Beast: Maug
lycanitesmobs:beastspawn:0, Spawn Beast: Aspid
lycanitesmobs:beastspawn:0, Spawn Beast: Dawon
lycanitesmobs:beastspawn:0, Spawn Beast: Khalk
lycanitesmobs:beastspawn:0, Spawn Beast: Quillbeast
lycanitesmobs:beastspawn:0, Spawn Beast: Yeti
lycanitesmobs:beastspawn:0, Spawn Beast: Yale
lycanitesmobs:beastspawn:0, Spawn Beast: Maka
lycanitesmobs:beastspawn:0, Spawn Beast: Feradon
lycanitesmobs:beastspawn:0, Spawn Beast: Epion
lycanitesmobs:lapis_fish_and_chips, Lapis Fish and Chips
lycanitesmobs:magmacharge, Magma Charge
lycanitesmobs:soulstone_undead, Undead Soulstone
lycanitesmobs:frostboltcharge, Frostbolt Charge
lycanitesmobs:avianspawn:0, Spawn Avian: Uvaraptor
lycanitesmobs:avianspawn:0, Spawn Avian: Roc
lycanitesmobs:avianspawn:0, Spawn Avian: Raiko
lycanitesmobs:avianspawn:0, Spawn Avian: Ventoraptor
lycanitesmobs:desertstonetile_stairs, Desertstone Tile Stairs
lycanitesmobs:soulstone_imp, Imp Soulstone
lycanitesmobs:shadowcrystal, Shadow Crystal
lycanitesmobs:cooked_yeti_meat, Cooked Yeti Meat
lycanitesmobs:angeltreat, Angel Treat
lycanitesmobs:raw_joust_meat, Raw Joust Meat
lycanitesmobs:aberrantstonebrick_fence, Aberrantstone Brick Fence
lycanitesmobs:quickweb, Quickweb
lycanitesmobs:remobrawing, Remobra Wing
lycanitesmobs:desertstonebrick_fence, Desertstone Brick Fence
lycanitesmobs:spectralboltcharge, Spectral Bolt Charge
lycanitesmobs:doomfire, Doomfire
lycanitesmobs:moss_pie, Moss Pie
lycanitesmobs:uvaraptorskull, Uvaraptor Skull
lycanitesmobs:desertstonepolished, Polished Desertstone
lycanitesmobs:summoningstaff, Summoning Staff
lycanitesmobs:demonstonechiseled, Chiseled Demonstone
lycanitesmobs:venomshotcharge, Venomshot Charge
lycanitesmobs:planttreat, Plant Treat
lycanitesmobs:explorers_risotto, Explorers Risotto
lycanitesmobs:desertstonechiseled, Chiseled Desertstone
lycanitesmobs:aberrantstone, Aberrantstone
lycanitesmobs:hellfire, Hellfire
lycanitesmobs:brutespawn:0, Spawn Brute: Lobber
lycanitesmobs:brutespawn:0, Spawn Brute: Wildkin
lycanitesmobs:brutespawn:0, Spawn Brute: Troll
lycanitesmobs:brutespawn:0, Spawn Brute: Ettin
lycanitesmobs:shadowstone_slab_double, Double Shadowstone Slab
lycanitesmobs:dragontreat, Dragon Treat
lycanitesmobs:aquapulsescepter, Aqua Pulse Scepter
lycanitesmobs:astarothclaw, Astaroth Claw
lycanitesmobs:shadowstonechiseled, Chiseled Shadowstone
lycanitesmobs:scorchfirescepter, Scorchfire Scepter
lycanitesmobs:icefire, Icefire
lycanitesmobs:poison, tile.poison.name
lycanitesmobs:shadowfire, Shadowfire
lycanitesmobs:bucketpoison, Poison Bucket
lycanitesmobs:lushstone_stairs, Lushstone Stairs
lycanitesmobs:boulderblastcharge, Boulder Blast Charge
lycanitesmobs:aberrantstonebrick_slab:0, Aberrantstone Brick Slab
lycanitesmobs:icefireballcharge, item.icefireballcharge.name
lycanitesmobs:peaks_kebab, Peaks Kebab
lycanitesmobs:hellfireballcharge, item.hellfireballcharge.name
lycanitesmobs:quillcharge, item.quillcharge.name
lycanitesmobs:lushstonebrick_fence, Lushstone Brick Fence
lycanitesmobs:mobtoken, Mob Token
lycanitesmobs:scorchfireballcharge, item.scorchfireballcharge.name
lycanitesmobs:wraithsigil, Wraith Sigil
lycanitesmobs:throwingscythecharge, item.throwingscythecharge.name
lycanitesmobs:soulcubeaberrant, Aberrant Soulcube
lycanitesmobs:acidsplashcharge, Acid Splash Charge
lycanitesmobs:aberrantstonebrick, Aberrantstone Brick
lycanitesmobs:aberrantstonepolished, Polished Aberrantstone
lycanitesmobs:zephyrblade, Zephyr Blade
lycanitesmobs:acid, tile.acid.name
